Crash ID,Active School Zone Flag,At Intersection Flag,Bridge Detail,City,Contributing Factors,Crash Date,Crash Month,Crash Severity,Crash Time,Crash Year,DA,Day of Week,Hour of Day,Intersecting Road Speed Limit,Intersection Related,Latitude,Left Curb Type,Left Shoulder Type,Left Shoulder Use,Light Condition,Longitude,Number of Lanes,Object Struck,Population Group,Right Curb Type,Right of Way Usual Width,Right Shoulder Type,Right Shoulder Use,Road Base Type,Section,Section 2,Speed Limit,Street Name,Street Number,Surface Width,TxDOT Reportable Flag,Weather Condition
18978994,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DRIVER INATTENTION,6/24/22,6,B - SUSPECTED MINOR INJURY,2029,2022,NO DATA,FRIDAY,20:00 - 20:59,-1,NON INTERSECTION,30.06607474,No Data,No Data,No Data,1 - DAYLIGHT,-95.37431307,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,20,DOUBLE JACK CT,3100,No Data,Yes,1 - CLEAR
18990888,NO,TRUE,NOT APPLICABLE,HOUSTON,OTHER (EXPLAIN IN NARRATIVE),6/24/22,6,C - POSSIBLE INJURY,1823,2022,30,FRIDAY,18:00 - 18:59,-1,INTERSECTION,29.7570748,No Data,No Data,No Data,1 - DAYLIGHT,-95.35211309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,CONGRESS ST,1999,No Data,Yes,1 - CLEAR
18984451,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DISREGARD STOP AND GO SIGNAL,6/25/22,6,B - SUSPECTED MINOR INJURY,1645,2022,NO DATA,SATURDAY,16:00 - 16:59,-1,INTERSECTION RELATED,29.97249475,No Data,No Data,No Data,1 - DAYLIGHT,-95.19350312,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,EAGLE SPRINGS PKWY,NO DATA,No Data,Yes,1 - CLEAR
19006673,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO CONTROL SPEED,6/26/22,6,B - SUSPECTED MINOR INJURY,347,2022,10,SUNDAY,03:00 - 03:59,-1,NON INTERSECTION,29.65228885,NONE,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,"3 - DARK, LIGHTED",-95.25127818,9,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,3,No Data,30,IH0045,NO DATA,76,Yes,1 - CLEAR
19008491,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED,6/26/22,6,A - SUSPECTED SERIOUS INJURY,230,2022,1N,SUNDAY,02:00 - 02:59,-1,NON INTERSECTION,29.87095479,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.5246659,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,FAIRBANKS N HOUSTON RD,7015,No Data,Yes,1 - CLEAR
18989178,NO,TRUE,NOT APPLICABLE,HOUSTON,DISREGARD STOP AND GO SIGNAL,6/27/22,6,C - POSSIBLE INJURY,1452,2022,40,MONDAY,14:00 - 14:59,-1,INTERSECTION RELATED,29.73767437,CURB-SUB-SURFACE ONLY,NONE (UNPAVED),NO DESIGNATED USE,1 - DAYLIGHT,-95.49635211,8,NOT APPLICABLE,"250,000 POP AND OVER",CURB-SUB-SURFACE ONLY,No Data,NONE (UNPAVED),NO DESIGNATED USE,No Data,4,No Data,30,FM1093,NO DATA,90,Yes,2 - CLOUDY
19000401,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,6/27/22,6,C - POSSIBLE INJURY,2000,2022,10,MONDAY,20:00 - 20:59,-1,INTERSECTION,29.74122216,No Data,No Data,No Data,99 - UNKNOWN,-95.32078089,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,ALTIC ST,404,No Data,Yes,1 - CLEAR
19013803,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,6/27/22,6,B - SUSPECTED MINOR INJURY,1547,2022,10,MONDAY,15:00 - 15:59,-1,NON INTERSECTION,29.70440891,NONE,NONE (UNPAVED),NO DESIGNATED USE,1 - DAYLIGHT,-95.29933043,8,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,3,No Data,5,IH0045,NO DATA,120,Yes,1 - CLEAR
18989412,NO,TRUE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,6/28/22,6,B - SUSPECTED MINOR INJURY,1503,2022,10,TUESDAY,15:00 - 15:59,-1,INTERSECTION,29.80939479,No Data,No Data,No Data,1 - DAYLIGHT,-95.35260309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,HARDY ST,5500,No Data,Yes,1 - CLEAR
18997377,NO,TRUE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION; FAILED TO CONTROL SPEED; FAILED TO PASS TO RIGHT SAFELY,7/1/22,7,C - POSSIBLE INJURY,224,2022,10,FRIDAY,02:00 - 02:59,-1,INTERSECTION,29.7615548,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.36141309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,PRESTON ST,NO DATA,No Data,Yes,3 - RAIN
18997863,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,7/2/22,7,C - POSSIBLE INJURY,1234,2022,20,SATURDAY,12:00 - 12:59,-1,DRIVEWAY ACCESS,29.75748422,No Data,No Data,No Data,1 - DAYLIGHT,-95.3910475,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,W DALLAS ST,2260,No Data,Yes,2 - CLOUDY
19012062,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO CONTROL SPEED,7/3/22,7,C - POSSIBLE INJURY,737,2022,4D,SUNDAY,07:00 - 07:59,-1,NON INTERSECTION,29.86428479,No Data,No Data,No Data,1 - DAYLIGHT,-95.711073,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,45,W LITTLE YORK RD,NO DATA,No Data,Yes,1 - CLEAR
18996885,NO,FALSE,NOT APPLICABLE,HOUSTON,OTHER (EXPLAIN IN NARRATIVE),7/4/22,7,K - FATAL INJURY,1310,2022,50,MONDAY,13:00 - 13:59,-1,NON INTERSECTION,29.7846798,NONE,NONE (UNPAVED),NO DESIGNATED USE,1 - DAYLIGHT,-95.58269717,15,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,7,No Data,65,IH0010,NO DATA,180,Yes,1 - CLEAR
18996817,NO,TRUE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION;FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION,7/5/22,7,A - SUSPECTED SERIOUS INJURY,2042,2022,60,TUESDAY,20:00 - 20:59,-1,INTERSECTION,29.57631483,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.12271316,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,EL DORADO BLVD,NO DATA,No Data,Yes,1 - CLEAR
19008120,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,7/5/22,7,A - SUSPECTED SERIOUS INJURY,1827,2022,30,TUESDAY,18:00 - 18:59,-1,NON INTERSECTION,29.78425183,No Data,No Data,No Data,1 - DAYLIGHT,-95.4043419,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,WAVERLY ST,715,No Data,Yes,1 - CLEAR
19013344,NO,FALSE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,7/5/22,7,B - SUSPECTED MINOR INJURY,1000,2022,30,TUESDAY,10:00 - 10:59,-1,NON INTERSECTION,29.6472927,No Data,No Data,No Data,1 - DAYLIGHT,-95.30903438,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,AIRPORT BLVD,NO DATA,No Data,Yes,2 - CLOUDY
19000534,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,7/7/22,7,C - POSSIBLE INJURY,830,2022,NO DATA,THURSDAY,08:00 - 08:59,-1,INTERSECTION RELATED,30.14540473,No Data,No Data,No Data,1 - DAYLIGHT,-95.55009303,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,CREEKSIDE FOREST DR,NO DATA,No Data,Yes,1 - CLEAR
19035413,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DISREGARD STOP AND GO SIGNAL,7/7/22,7,B - SUSPECTED MINOR INJURY,1731,2022,30,THURSDAY,17:00 - 17:59,-1,INTERSECTION,29.90255477,No Data,No Data,No Data,1 - DAYLIGHT,-95.40052307,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,45,AIRLINE DR,10100,No Data,Yes,2 - CLOUDY
19004767,NO,TRUE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DISREGARD STOP AND GO SIGNAL;OTHER (EXPLAIN IN NARRATIVE),7/9/22,7,C - POSSIBLE INJURY,515,2022,3N,SATURDAY,05:00 - 05:59,-1,INTERSECTION,29.78281479,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.12467315,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,45,SHELDON RD,599,No Data,Yes,1 - CLEAR
19009534,NO,FALSE,NOT APPLICABLE,HOUSTON,DRIVER INATTENTION,7/9/22,7,C - POSSIBLE INJURY,2150,2022,30,SATURDAY,21:00 - 21:59,-1,NON INTERSECTION,29.85060463,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.50086101,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,W TIDWELL RD,NO DATA,No Data,Yes,1 - CLEAR
19020659,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,7/10/22,7,C - POSSIBLE INJURY,1112,2022,30,SUNDAY,11:00 - 11:59,-1,INTERSECTION,29.81726479,No Data,No Data,No Data,1 - DAYLIGHT,-95.44425307,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,W 34TH ST,NO DATA,No Data,Yes,1 - CLEAR
19018641,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,7/11/22,7,B - SUSPECTED MINOR INJURY,1330,2022,60,MONDAY,13:00 - 13:59,-1,INTERSECTION RELATED,29.81287374,NONE,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,1 - DAYLIGHT,-95.4082065,8,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,14,No Data,30,IH0610,NO DATA,96,Yes,1 - CLEAR
19012883,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,OTHER (EXPLAIN IN NARRATIVE),7/14/22,7,B - SUSPECTED MINOR INJURY,240,2022,1N,THURSDAY,02:00 - 02:59,-1,NON INTERSECTION,30.02940172,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.4813984,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,CYPRESSWOOD DR,NO DATA,No Data,Yes,1 - CLEAR
19017826,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO DRIVE IN SINGLE LANE,7/15/22,7,B - SUSPECTED MINOR INJURY,2239,2022,20,FRIDAY,22:00 - 22:59,-1,NON INTERSECTION,29.63970745,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.42997909,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,TOWNWOOD DR,13004,No Data,Yes,1 - CLEAR
19021000,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO CONTROL SPEED,7/17/22,7,B - SUSPECTED MINOR INJURY,209,2022,40,SUNDAY,02:00 - 02:59,-1,NON INTERSECTION,29.6656498,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.50851859,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,CREEKBEND DR,NO DATA,No Data,Yes,1 - CLEAR
19040001,NO,TRUE,NOT APPLICABLE,HOUSTON,TURNED WHEN UNSAFE,7/17/22,7,B - SUSPECTED MINOR INJURY,2322,2022,30,SUNDAY,23:00 - 23:59,-1,NON INTERSECTION,29.7528448,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.35046309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,EMANCIPATION AVE,599,No Data,Yes,1 - CLEAR
19027842,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO CONTROL SPEED,7/19/22,7,C - POSSIBLE INJURY,2115,2022,40,TUESDAY,21:00 - 21:59,-1,DRIVEWAY ACCESS,29.7614248,No Data,No Data,No Data,"4 - DARK, UNKNOWN LIGHTING",-95.37544309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SABINE ST,100,No Data,Yes,1 - CLEAR
19023066,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO DRIVE IN SINGLE LANE,7/22/22,7,C - POSSIBLE INJURY,1446,2022,10,FRIDAY,14:00 - 14:59,-1,NON INTERSECTION,29.74244014,No Data,No Data,No Data,1 - DAYLIGHT,-95.29454208,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,NAVIGATION BLVD,7160,No Data,Yes,2 - CLOUDY
19056589,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO CONTROL SPEED,7/24/22,7,A - SUSPECTED SERIOUS INJURY,229,2022,50,SUNDAY,02:00 - 02:59,-1,NON INTERSECTION,29.82826479,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.37613509,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,E CROSSTIMBERS ST,NO DATA,No Data,Yes,1 - CLEAR
19033661,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN,7/26/22,7,C - POSSIBLE INJURY,1900,2022,5D,TUESDAY,19:00 - 19:59,-1,INTERSECTION,30.02475904,No Data,No Data,No Data,1 - DAYLIGHT,-95.56712492,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,SPRING CYPRESS RD,9527,No Data,Yes,1 - CLEAR
19064720,NO,TRUE,NOT APPLICABLE,HOUSTON,WRONG SIDE - APPROACH OR INTERSECTION,7/28/22,7,C - POSSIBLE INJURY,1511,2022,60,THURSDAY,15:00 - 15:59,-1,INTERSECTION,29.80663479,No Data,No Data,No Data,1 - DAYLIGHT,-95.42927307,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,W 23RD ST,1700,No Data,Yes,2 - CLOUDY
19045687,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,8/1/22,8,C - POSSIBLE INJURY,1749,2022,10,MONDAY,17:00 - 17:59,-1,INTERSECTION,29.7325148,No Data,No Data,No Data,1 - DAYLIGHT,-95.29212311,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,S 75TH ST,101,No Data,Yes,1 - CLEAR
19054271,NO,FALSE,NOT APPLICABLE,HOUSTON,OTHER (EXPLAIN IN NARRATIVE),8/1/22,8,C - POSSIBLE INJURY,1903,2022,50,MONDAY,19:00 - 19:59,-1,NON INTERSECTION,29.67737186,No Data,No Data,No Data,1 - DAYLIGHT,-95.24741126,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,BERRY CREEK DR,5109,No Data,Yes,1 - CLEAR
19042647,NO,TRUE,NOT APPLICABLE,HOUSTON,OTHER (EXPLAIN IN NARRATIVE),8/2/22,8,C - POSSIBLE INJURY,1100,2022,40,TUESDAY,11:00 - 11:59,-1,INTERSECTION,29.86993478,No Data,No Data,No Data,1 - DAYLIGHT,-95.42961307,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,WHEATLEY ST,7600,No Data,Yes,2 - CLOUDY
19041889,NO,FALSE,NOT APPLICABLE,HOUSTON,WRONG SIDE - APPROACH OR INTERSECTION,8/3/22,8,C - POSSIBLE INJURY,1850,2022,3,WEDNESDAY,18:00 - 18:59,-1,INTERSECTION RELATED,29.81325108,No Data,No Data,No Data,1 - DAYLIGHT,-95.3287231,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,HIRSCH RD,NO DATA,No Data,Yes,1 - CLEAR
19042299,NO,FALSE,NOT APPLICABLE,HOUSTON,TURNED WHEN UNSAFE,8/3/22,8,B - SUSPECTED MINOR INJURY,815,2022,20,WEDNESDAY,08:00 - 08:59,-1,DRIVEWAY ACCESS,29.71229981,No Data,No Data,No Data,1 - DAYLIGHT,-95.29018311,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,-1,EVERGREEN DR,1501,No Data,Yes,1 - CLEAR
19057622,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO PASS TO LEFT SAFELY,8/3/22,8,B - SUSPECTED MINOR INJURY,2314,2022,50,WEDNESDAY,23:00 - 23:59,-1,INTERSECTION,29.73290481,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.35676309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,TUAM ST,3119,No Data,Yes,2 - CLOUDY
19053086,NO,FALSE,NOT APPLICABLE,JERSEY VILLAGE,FAILED TO CONTROL SPEED,8/4/22,8,A - SUSPECTED SERIOUS INJURY,355,2022,NO DATA,THURSDAY,03:00 - 03:59,-1,NON INTERSECTION,29.87623381,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.5635498,No Data,NOT APPLICABLE,"5,000 - 9,999 POP",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,SENATE ST,NO DATA,No Data,Yes,1 - CLEAR
19046109,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,8/6/22,8,B - SUSPECTED MINOR INJURY,1511,2022,30,SATURDAY,15:00 - 15:59,-1,INTERSECTION,29.66541482,No Data,No Data,No Data,1 - DAYLIGHT,-95.3372831,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,BELARBOR ST,5698,No Data,Yes,1 - CLEAR
19055623,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,DRIVER INATTENTION;OTHER (EXPLAIN IN NARRATIVE),8/8/22,8,A - SUSPECTED SERIOUS INJURY,2106,2022,NO DATA,MONDAY,21:00 - 21:59,-1,NON INTERSECTION,29.99537189,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.40766752,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,IMPERIAL VALLEY DR,20859,No Data,Yes,1 - CLEAR
19130432,NO,TRUE,NOT APPLICABLE,HOUSTON,OTHER (EXPLAIN IN NARRATIVE),8/8/22,8,B - SUSPECTED MINOR INJURY,1159,2022,10,MONDAY,11:00 - 11:59,-1,INTERSECTION,29.7833548,No Data,No Data,No Data,1 - DAYLIGHT,-95.35220309,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,QUITMAN ST,1600,No Data,Yes,1 - CLEAR
19056942,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - TO PEDESTRIAN;WRONG SIDE - APPROACH OR INTERSECTION,8/10/22,8,B - SUSPECTED MINOR INJURY,550,2022,40,WEDNESDAY,05:00 - 05:59,-1,INTERSECTION,29.82867479,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.38431308,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,AIRLINE DR,NO DATA,No Data,Yes,2 - CLOUDY
19059633,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,CHANGED LANE WHEN UNSAFE,8/10/22,8,A - SUSPECTED SERIOUS INJURY,617,2022,2T,WEDNESDAY,06:00 - 06:59,-1,NON INTERSECTION,30.02658534,CURB-SUB-SURFACE ONLY,CONCRETE SURFACE (PAVED),BICYCLE,5 - DAWN,-95.40462165,6,NOT APPLICABLE,RURAL,CURB-SUB-SURFACE ONLY,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,2,No Data,45,FM1960,NO DATA,113,Yes,1 - CLEAR
19063899,NO,FALSE,NOT APPLICABLE,BAYTOWN,DROVE WITHOUT HEADLIGHTS;FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,8/11/22,8,K - FATAL INJURY,612,2022,NO DATA,THURSDAY,06:00 - 06:59,-1,NON INTERSECTION,29.72279266,No Data,No Data,No Data,"3 - DARK, LIGHTED",-94.98917891,No Data,NOT APPLICABLE,"50,000 - 99,999 POP",No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,W MAIN ST,NO DATA,No Data,Yes,1 - CLEAR
19067043,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,NONE,8/11/22,8,A - SUSPECTED SERIOUS INJURY,203,2022,1N,THURSDAY,02:00 - 02:59,-1,NON INTERSECTION,29.88094066,No Data,No Data,No Data,"2 - DARK, NOT LIGHTED",-95.52474304,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,40,FAIRBANKS N HOUSTON RD,NO DATA,No Data,Yes,3 - RAIN
19065206,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO DRIVE IN SINGLE LANE,8/16/22,8,C - POSSIBLE INJURY,915,2022,40,TUESDAY,09:00 - 09:59,-1,NON INTERSECTION,30.00939181,NONE,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,1 - DAYLIGHT,-95.14228729,4,NOT APPLICABLE,"250,000 POP AND OVER",NONE,No Data,BITUMINOUS SURFACE (PAVED),EMERGENCY ONLY,No Data,3,No Data,45,FM1960,NO DATA,55,Yes,1 - CLEAR
19069150,NO,FALSE,NOT APPLICABLE,OUTSIDE CITY LIMITS,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,8/16/22,8,B - SUSPECTED MINOR INJURY,704,2022,3D,TUESDAY,07:00 - 07:59,-1,DRIVEWAY ACCESS,29.79060282,No Data,No Data,No Data,1 - DAYLIGHT,-95.1630646,No Data,NOT APPLICABLE,RURAL,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,WOODFOREST BLVD,NO DATA,No Data,Yes,1 - CLEAR
19143796,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,8/16/22,8,C - POSSIBLE INJURY,728,2022,40,TUESDAY,07:00 - 07:59,-1,INTERSECTION RELATED,29.84735064,No Data,No Data,No Data,1 - DAYLIGHT,-95.27063897,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,BEAN ST,9300,No Data,Yes,1 - CLEAR
19067320,NO,FALSE,NOT APPLICABLE,LA PORTE,OTHER (EXPLAIN IN NARRATIVE),8/17/22,8,B - SUSPECTED MINOR INJURY,1007,2022,NO DATA,WEDNESDAY,10:00 - 10:59,-1,NON INTERSECTION,29.66519481,No Data,No Data,No Data,1 - DAYLIGHT,-95.03628865,No Data,NOT APPLICABLE,"25,000 - 49,999 POP",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,W MAIN ST,1712,No Data,Yes,1 - CLEAR
19070774,NO,FALSE,NOT APPLICABLE,HOUSTON,DISREGARD STOP SIGN OR LIGHT,8/17/22,8,B - SUSPECTED MINOR INJURY,1226,2022,50,WEDNESDAY,12:00 - 12:59,-1,INTERSECTION,29.77040014,No Data,No Data,No Data,1 - DAYLIGHT,-95.39737015,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,CENTER ST,NO DATA,No Data,Yes,1 - CLEAR
19079992,NO,TRUE,NOT APPLICABLE,HOUSTON,WRONG SIDE - APPROACH OR INTERSECTION,8/17/22,8,C - POSSIBLE INJURY,1415,2022,10,WEDNESDAY,14:00 - 14:59,-1,INTERSECTION RELATED,29.7970448,No Data,No Data,No Data,1 - DAYLIGHT,-95.52663305,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,LONG POINT RD,9499,No Data,Yes,1 - CLEAR
19076286,NO,FALSE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,8/18/22,8,C - POSSIBLE INJURY,2044,2022,70,THURSDAY,20:00 - 20:59,-1,NON INTERSECTION,29.55902664,No Data,No Data,No Data,"3 - DARK, LIGHTED",-95.14518227,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,EL DORADO BLVD,NO DATA,No Data,Yes,3 - RAIN
19070743,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,8/19/22,8,C - POSSIBLE INJURY,642,2022,60,FRIDAY,06:00 - 06:59,-1,INTERSECTION,29.80770479,No Data,No Data,No Data,1 - DAYLIGHT,-95.42243307,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,BEVIS ST,2400,No Data,Yes,2 - CLOUDY
19079903,NO,TRUE,NOT APPLICABLE,HOUSTON,FAILED TO YIELD RIGHT OF WAY - STOP SIGN;UNSAFE SPEED,8/19/22,8,C - POSSIBLE INJURY,813,2022,30,FRIDAY,08:00 - 08:59,-1,INTERSECTION,29.67556482,No Data,No Data,No Data,1 - DAYLIGHT,-95.3389631,No Data,NOT APPLICABLE,"250,000 POP AND OVER",No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,PERSHING ST,5499,No Data,Yes,3 - RAIN
